t,speed,rpm,gear,ratio,mech,slip,tcc,locked,trip_km,fuel_pt,coolant,map,load
1787841928.3,0.00,705.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841928.9,0.00,708.5,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841929.4,0.00,711.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841929.9,0.00,711.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841930.4,0.00,709.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841930.9,0.00,708.8,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,42.0,0.0
1787841931.4,0.00,703.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841931.9,0.00,702.5,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841932.4,0.00,710.5,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841932.9,0.00,710.2,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,42.0,0.0
1787841933.4,0.00,708.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841933.9,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841934.4,0.00,703.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841934.9,0.00,706.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841935.4,0.00,709.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841935.9,0.00,705.2,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,42.0,0.0
1787841936.4,0.00,710.2,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841936.9,0.00,705.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841937.4,0.00,705.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841937.9,0.00,702.8,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,42.0,0.0
1787841938.4,0.00,704.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841938.9,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841939.4,0.00,705.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841939.9,0.00,707.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841940.4,0.00,704.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841940.9,0.00,697.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841941.4,0.00,697.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841941.9,0.00,701.5,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841942.4,0.00,707.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841942.9,0.00,706.5,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841943.5,0.00,701.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841944.0,0.00,698.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841944.5,0.00,699.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841945.0,0.00,706.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841945.5,0.00,704.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841946.0,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841946.5,0.00,698.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841947.0,0.00,695.2,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841947.5,0.00,699.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841948.0,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787841948.5,0.00,707.5,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,42.0,0.0
1787841949.0,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841949.5,0.00,698.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841950.0,0.00,698.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841950.5,0.00,703.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841951.0,0.00,704.8,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841951.5,0.00,705.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841952.0,0.00,701.2,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,42.0,0.0
1787841952.5,0.00,697.8,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841953.0,0.00,698.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841953.5,0.00,695.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841954.0,0.00,702.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841954.5,0.00,706.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841955.0,0.00,705.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841955.5,0.00,704.5,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787841956.0,0.00,703.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841956.5,0.00,699.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841957.0,0.00,695.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841957.5,0.00,697.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841958.1,0.00,704.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841958.6,0.00,708.2,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841959.1,0.00,706.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841959.6,0.00,707.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841960.1,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,32.94,88.0,43.0,0.0
1787841960.6,0.00,703.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841961.1,0.00,698.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841961.6,0.00,695.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841962.1,0.00,696.2,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841962.6,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841963.1,0.00,705.5,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841963.6,0.00,704.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841964.1,0.00,700.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841964.6,0.00,698.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841965.1,0.00,699.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841965.6,0.00,705.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787841966.1,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787841966.6,0.00,704.0,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841967.1,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841967.6,0.00,699.2,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841968.1,0.00,699.5,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,43.0,0.0
1787841968.6,0.00,702.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841969.1,0.00,706.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841969.6,0.00,703.8,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,42.0,0.0
1787841970.1,0.00,698.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841970.6,0.00,694.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841971.1,0.00,698.8,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841971.6,0.00,707.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841972.1,0.00,707.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841972.7,0.00,702.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787841973.2,0.00,700.2,0,0.260,0.000,0.0000,0,False,285.88037,32.94,88.0,43.0,0.0
1787841973.7,0.00,696.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787841974.2,0.00,699.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841974.7,0.00,748.5,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,38.0,0.0
1787841975.2,0.00,739.5,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,35.0,0.0
1787841975.7,0.00,718.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,32.0,0.0
1787841976.2,0.00,703.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841976.7,0.00,697.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,31.0,0.0
1787841977.2,0.00,701.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841977.7,0.00,706.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787841978.2,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841978.7,0.00,704.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841979.2,0.00,705.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841979.7,0.00,702.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841980.2,0.00,702.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841980.7,0.00,703.8,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,31.0,0.0
1787841981.2,0.00,700.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841981.7,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841982.2,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,31.0,0.0
1787841982.7,0.00,704.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841983.2,0.00,706.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841983.7,0.00,706.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841984.2,0.00,705.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841984.7,0.00,703.2,0,0.260,0.000,0.0000,0,False,285.88037,32.94,88.0,31.0,0.0
1787841985.2,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841985.7,0.00,700.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841986.2,0.00,698.5,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787841986.8,0.00,701.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841987.3,0.00,701.8,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,31.0,0.0
1787841987.8,0.00,706.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841988.3,0.00,708.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787841988.8,0.00,700.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841989.3,0.00,698.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,30.0,0.0
1787841989.8,0.00,695.8,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,31.0,0.0
1787841990.3,0.00,697.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841990.8,0.00,699.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841991.3,0.00,703.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841991.8,0.00,705.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787841992.3,0.00,703.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,30.0,0.0
1787841992.8,0.00,699.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841993.3,0.00,699.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841993.8,0.00,697.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787841994.3,0.00,696.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787841994.8,0.00,753.2,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,37.0,0.0
1787841995.3,0.00,736.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,40.0,0.0
1787841995.8,0.00,733.5,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,41.0,0.0
1787841996.3,0.00,730.2,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841996.8,0.00,719.8,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787841997.3,0.00,709.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787841997.8,0.00,706.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,44.0,0.0
1787841998.3,0.00,729.8,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,44.0,0.0
1787841998.8,0.00,739.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787841999.3,0.00,715.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,42.0,0.0
1787841999.8,0.00,702.5,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,42.0,0.0
1787842000.3,0.00,701.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842000.8,0.00,715.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842001.3,0.00,716.0,0,0.260,0.000,0.0000,0,False,285.88037,32.94,88.0,43.0,0.0
1787842001.9,0.00,712.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,42.0,0.0
1787842002.4,0.00,707.0,0,0.260,0.000,0.0000,0,False,285.88037,32.94,88.0,43.0,0.0
1787842002.9,0.00,702.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842003.4,0.00,700.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842003.9,0.00,704.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842004.4,0.00,706.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787842004.9,0.00,704.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787842005.4,0.00,700.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842005.9,0.00,701.5,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787842006.4,0.00,701.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787842006.9,0.00,703.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842007.4,0.00,706.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842007.9,0.00,705.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787842008.4,0.00,706.2,0,0.260,0.000,0.0000,0,False,285.88037,32.94,88.0,43.0,0.0
1787842008.9,0.00,707.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787842009.4,0.00,705.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842009.9,0.00,703.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842010.4,0.00,705.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,43.0,0.0
1787842010.9,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842011.4,0.00,708.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842011.9,0.00,707.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787842012.4,0.00,704.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,43.0,0.0
1787842012.9,0.00,699.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,43.0,0.0
1787842013.4,0.00,680.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,40.0,0.0
1787842013.9,0.00,741.5,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,35.0,0.0
1787842014.4,0.00,720.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,32.0,0.0
1787842014.9,0.00,702.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842015.5,0.00,698.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842016.0,0.00,702.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842016.5,0.00,701.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842017.0,0.00,701.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842017.5,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,31.0,0.0
1787842018.0,0.00,703.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842018.5,0.00,704.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842019.0,0.00,705.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842019.5,0.00,704.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842020.0,0.00,700.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842020.5,0.00,700.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787842021.0,0.00,699.0,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787842021.5,0.00,697.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842022.0,0.00,698.8,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,31.0,0.0
1787842022.5,0.00,696.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842023.0,0.00,703.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842023.5,0.00,704.5,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,31.0,0.0
1787842024.0,0.00,704.2,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787842024.5,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842025.0,0.00,699.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842025.5,0.00,702.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842026.0,0.00,701.8,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842026.5,0.00,706.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842027.0,0.00,705.0,0,0.260,0.000,0.0000,0,False,285.88037,34.12,88.0,31.0,0.0
1787842027.5,0.00,706.0,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842028.0,0.00,702.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,31.0,0.0
1787842028.5,0.00,701.8,0,0.260,0.000,0.0000,0,False,285.88037,34.90,88.0,31.0,0.0
1787842029.0,0.00,699.5,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,33.0,0.0
1787842029.5,0.00,742.2,0,0.260,0.000,0.0000,0,False,285.88037,33.73,88.0,38.0,0.0
1787842030.0,0.00,732.8,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,41.0,0.0
1787842030.6,0.00,728.0,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
1787842031.1,0.00,723.8,0,0.260,0.000,0.0000,0,False,285.88037,34.51,88.0,42.0,0.0
